School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location
ROCHESTER CITY SCHOOLS,SCHOOL 33 AUDUBON,Monroe,Public School,124,No,82,0,0,41,Yes,10/31/2016,123,1,Yes,Yes,11/08/2016,http://rcsdk12.org,261600010033,500 WEBSTER AVE,ROCHESTER,NY,14609,01/03/2017,01/03/2017,"(43.161748, -77.620143)","500 WEBSTER AVE
ROCHESTER, NY 14609
(43.17006426800003, -77.57136610199996)"
THOUSAND ISLANDS CENTRAL SCHOOL,CAPE VINCENT ELEM SCHOOL,Jefferson,Public School,34,No,7,0,0,12,Yes,10/12/2016,17,5,Yes,Yes,12/27/2016,http://www.1000islandsschools.org/,220701040002,410 S. ESSELSTYNE ST,CAPE VINCENT,NY,13618,12/27/2016,12/27/2016,"(44.019295, -75.898971)","410 S ESSELSTYNE ST CAPE
VINCENT, NY 13618
(44.126362278000045, -76.33163131599997)"
RUSH HENRIETTA CENTRAL SCHOOL,ETHEL K FYLE ELEM SCHOOL,Monroe,Public School,113,No,80,0,0,5,Yes,04/19/2016,83,30,Yes,Yes,05/17/2016,http://www.rhnet.org,261701060002,133 VOLLMER PKWY,ROCHESTER,NY,14623,12/29/2016,12/29/2016,"(43.161748, -77.620143)","133 VOLLMER PKWY
ROCHESTER, NY 14623
(43.06840525100006, -77.65214108599997)"
SOUTHAMPTON UNION FREE SCHOOL,SOUTHAMPTON INTRMD SCH,Suffolk,Public School,118,No,43,0,0,71,Yes,10/27/2016,97,21,Yes,Yes,11/02/2016,http://www.southamptonschools.org/index.cfm,580906030002,70 LELAND LN,SOUTHAMPTON,NY,11968,11/11/2016,11/11/2016,"(40.820237, -73.119032)","70 LELAND LN
SOUTHAMPTON, NY 11968
(40.89057759600007, -72.37902403799995)"
WESTBURY UNION FREE SCHOOLS,WESTBURY MIDDLE SCHOOL,Nassau,Public School,47,No,38,0,0,0,Yes,05/20/2016,38,9,Yes,Yes,05/31/2016,http://www.edlinesites.net/pages/WestburyPS,280401030006,WESTBURY MIDDLE SCHOOL,WESTBURY,NY,11590,11/12/2016,11/12/2016,"(40.715749, -73.601185)","WESTBURY MIDDLE SCHOOL WESTBURY, NY 11590
(40.75576480700005, -73.58846602699998)"
UNIONDALE UNION FREE SCHOOL,LAWRENCE ROAD MIDDLE SCHOOL,Nassau,Public School,30,No,30,0,0,0,Yes,06/18/2016,30,0,Yes,Yes,09/28/2016,http://district.uniondaleschools.org/district_resources,280202030008,50 LAWRENCE RD,HEMPSTEAD,NY,11550,11/07/2016,11/07/2016,"(40.715749, -73.601185)","50 LAWRENCE RD
HEMPSTEAD, NY 11550
(40.69108736000004, -73.60997779599995)"
ROYALTON HARTLAND CENT SCH,ROYALTON HARTLAND ELEMENTARY SCHOOL,Niagara,Public School,173,No,0,0,0,173,Yes,09/29/2016,167,6,Yes,Yes,12/02/2016,http://www.royhart.org/,401201060001,4500 ORCHARD PLACE,GASPORT,NY,14067,12/07/2016,12/07/2016,"(43.134634, -78.856419)","4500 ORCHARD PLACE
GASPORT, NY 14067
(43.19488663900006, -78.57780796699996)"
SMITHTOWN CENTRAL SCHOOL DISTRICT,NESCONSET ELEMENTARY SCHOOL (LEAD ONLY),Suffolk,Public School,37,No,25,0,0,0,Yes,07/28/2016,25,12,Yes,Yes,09/29/2016,http://www.smithtown.k12.ny.us,580801060006,29 GIBBS POND ROAD,NESCONSET,NY,11767,12/13/2016,12/13/2016,"(40.820237, -73.119032)","29 GIBBS POND ROAD
NESCONSET, NY 11767
(40.85614766000003, -73.15233918299998)"
WATERTOWN CITY SCHOOLS,SHERMAN SCHOOL,Jefferson,Public School,89,No,52,0,0,37,Yes,10/04/2016,83,6,Yes,Yes,12/05/2016,http://www.watertowncsd.org/,222000010010,836 SHERMAN ST,WATERTOWN,NY,13601,10/15/2016,12/05/2016,"(44.019295, -75.898971)","836 SHERMAN ST
WATERTOWN, NY 13601
(43.965472942000076, -75.91598197899998)"
WAPPINGERS CENTRAL SCHOOL,JAMES S EVANS ES,Dutchess,Public School,58,No,0,0,0,58,Yes,09/25/2016,,,No,No,,http://www.wappingersschools.org,132101060005,747 OLD ROUTE 9 NORTH,WAPPINGERS FALLS,NY,12590,11/03/2016,,"(41.686216, -73.840468)","747 OLD ROUTE 9 NORTH WAPPINGERS FALLS
NY 12590
(41.589705439000056, -73.91095150499996)"
WILLIAMSVILLE CENTRAL SCHOOL,CASEY MS,Erie,Public School,156,No,0,0,0,156,Yes,10/09/2016,130,26,Yes,Yes,12/29/2016,http://www.williamsvillek12.org/,140203060012,105 CASEY RD,EAST AMHERST,NY,14051,10/26/2016,01/13/2017,"(42.888143, -78.795544)","105 CASEY RD EAST
AMHERST, NY 14051
(43.02417591500006, -78.73284137399997)"
SAUGERTIES CENTRAL SCHOOL,SAUGERTIES SR. HS,Ulster,Public School,167,No,5,0,0,162,Yes,10/12/2016,157,10,Yes,Yes,11/02/2016,http://www.saugerties.k12.ny.us,621601060007,WASHINGTON AVE EXT,SAUGERTIES,NY,12477,11/10/2016,12/08/2016,"(41.848374, -74.099412)","WASHINGTON AVE EXT SAUGERTIES, NY 12477
(42.07645772600006, -73.95032822599995)"
ROCHESTER CITY SCHOOLS,SCHOOL 58 WORLD OF INQUIRY SCHOOL,Monroe,Public School,,No,,,,,No,,,,No,No,,,261600010058,200 UNIVERSITY AVE,ROCHESTER,NY,14605,,,"(43.161748, -77.620143)","200 UNIVERSITY AVE
ROCHESTER, NY 14605
(43.159686355000076, -77.59738314599997)"
ROCHESTER CITY SCHOOLS,SCHOOL 20 - HENRY LOMB SCHOOL,Monroe,Public School,35,No,35,0,0,19,Yes,11/14/2016,35,0,Yes,Yes,11/16/2016,http://rcsdk12.org,261600010020,54 OAKMAN ST,ROCHESTER,NY,14605,01/03/2017,01/03/2017,"(43.161748, -77.620143)","54 OAKMAN ST
ROCHESTER, NY 14605
(43.171016509000026, -77.61386146199999)"
SOUTH JEFFERSON CENTRAL SCHOOL,MANNSVILLE MANOR ELEM SCHOOL,Jefferson,Public School,146,No,87,0,0,59,Yes,10/12/2016,146,10,Yes,Yes,12/27/2016,http://www.spartanpride.org/,220101040004,423 NORTH MAIN ST,ADAMS,NY,13605,10/15/2016,12/27/2016,"(44.019295, -75.898971)","423 NORTH MAIN ST
ADAMS, NY 13605
(43.812843946000044, -76.02354925099996)"
WILLIAMSVILLE CENTRAL SCHOOL,COUNTRY PARKWAY ES,Erie,Public School,135,No,0,0,0,135,Yes,09/24/2016,104,31,Yes,Yes,10/24/2016,http://www.williamsvillek12.org/,140203060011,35 HOLLYBROOK,WILLIAMSVILLE,NY,14221,10/26/2016,10/26/2016,"(42.888143, -78.795544)","35 HOLLYBROOK
WILLIAMSVILLE, NY 14221
(42.985161316000074, -78.71548256999995)"
SYRACUSE CITY SCHOOLS,BELLEVUE SCHOOL,Onondaga,Public School,67,No,0,0,0,67,Yes,09/21/2016,61,6,Yes,Yes,10/29/2016,http://www.syracusecityschools.com,421800010004,530 STOLP AVE,SYRACUSE,NY,13207,11/10/2016,11/10/2016,"(43.065629, -76.168033)","530 STOLP AVE
SYRACUSE, NY 13207
(43.03017695500006, -76.17255117099995)"
SAUQUOIT VALLEY CENTRAL,SAUQUOIT VALLEY MIDDLE SCHOOL,Oneida,Public School,70,No,0,0,0,70,Yes,09/30/2016,45,25,Yes,Yes,12/13/2016,http://www.svcsd.org,411603040004,SULPHUR SPRINGS RD,SAUQUOIT,NY,13456,11/09/2016,12/14/2016,"(43.149482, -75.361773)","SULPHUR SPRINGS RD SAUQUOIT, NY 13456
(43.003247421000026, -75.25590747999996)"
SYRACUSE CITY SCHOOLS,WEBSTER SCHOOL,Onondaga,Public School,51,No,0,0,0,51,Yes,09/16/2016,51,0,No,Yes,10/13/2016,http://www.syracusecityschools.com,421800010043,500 WADSWORTH ST,SYRACUSE,NY,13208,11/10/2016,11/10/2016,"(43.065629, -76.168033)","500 WADSWORTH ST
SYRACUSE, NY 13208
(43.075142036000045, -76.13921304499996)"
WYANDANCH UNION FREE SCHOOL,WYANDANCH MEMORIAL H S,Suffolk,Public School,12,No,10,0,0,0,Yes,08/12/2016,10,2,Yes,Yes,09/26/2016,http://www.edlinesites.net/pages/Wyandanch_UFSD,580109020003,54 S 32nd St.,WYANDANCH,NY,11798,11/09/2016,11/09/2016,"(40.820237, -73.119032)","54 S 32nd St
WYANDANCH, NY 11798
(40.74549987800003, -73.37397347899997)"
SWEET HOME CENTRAL SCHOOL,SWEET HOME HS,Erie,Public School,293,This school has one or more lead-free buildings,0,0,0,293,Yes,12/02/2016,188,105,Yes,Yes,12/02/2016,http://www.sweethomeschools.org,140207060006,1901 SWEET HOME RD,AMHERST,NY,14221,12/05/2016,12/05/2016,"(42.888143, -78.795544)","1901 SWEET HOME RD
AMHERST, NY 14221
(43.01073430100007, -78.79890330399996)"
SYRACUSE CITY SCHOOLS,H W SMITH ELEM SCHOOL,Onondaga,Public School,132,No,0,0,0,132,Yes,09/25/2016,129,3,Yes,Yes,01/05/2017,http://www.syracusecityschools.com,421800010031,1130 SALT SPRINGS RD,SYRACUSE,NY,13224,11/10/2016,01/11/2017,"(43.065629, -76.168033)","1130 SALT SPRINGS RD
SYRACUSE, NY 13224
(43.04752418000004, -76.09548358199999)"
SILVER CREEK CENTRAL SCHOOL DISTRICT,SILVER CREEK ES,Chautauqua,Public School,103,No,0,0,0,103,Yes,09/26/2016,91,12,Yes,Yes,10/05/2016,http://www.silvercreekschools.org,061501040003,1 DICKINSON ST,SILVER CREEK,NY,14136,12/13/2016,12/13/2016,"(42.246904, -79.315313)","1 DICKINSON ST SILVER CREEK
NY 14136
(42.53405427400003, -79.16644740699996)"
THREE VILLAGE CENTRAL SCHOOL,ARROWHEAD SCHOOL,Suffolk,Public School,45,No,36,0,0,0,Yes,05/24/2016,36,9,Yes,Yes,09/22/2016,http://www.threevillagecsd.org,580201060003,62 ARROWHEAD LN,EAST SETAUKET,NY,11733,10/31/2016,10/31/2016,"(40.820237, -73.119032)","62 ARROWHEAD LN EAST
SETAUKET, NY 11733
(40.908743161000075, -73.07323004499995)"
SULLIVAN WEST CSD,SULLIVAN WEST HIGH SCHOOL,Sullivan,Public School,181,No,5,0,0,181,Yes,10/13/2016,143,38,Yes,Yes,11/14/2016,http://www.swcsd.org,591502040004,6604 STATE RT 52,LAKE HUNTINGTON,NY,12752,11/10/2016,11/16/2016,"(41.705166, -74.711705)","6604 STATE RT 52 LAKE
HUNTINGTON, NY 12752
(41.68858731100005, -74.98951560899997)"
WEST SENECA CENTRAL SCHOOL,ALLENDALE SCHOOL,Erie,Public School,86,No,0,0,0,86,Yes,09/29/2016,79,7,Yes,Yes,10/19/2016,http://www.wscschools.org,142801060003,1399 ORCHARD PARK RD,WEST SENECA,NY,14224,11/10/2016,11/10/2016,"(42.888143, -78.795544)","1399 ORCHARD PARK RD WEST
SENECA, NY 14224
(42.81270480500007, -78.76390523599997)"
SCHENECTADY CITY SCHOOLS,PLEASANT VALLEY SCHOOL,Schenectady,Public School,16,No,0,1,0,16,Yes,09/24/2016,15,1,Yes,Yes,10/12/2016,http://www.schenectady.k12.ny.us/,530600010014,FOREST RD,SCHENECTADY,NY,12303,11/10/2016,11/10/2016,"(42.809233, -73.946838)","FOREST RD SCHENECTADY, NY 12303
(42.79725747300006, -73.94949672099995)"
ROCHESTER CITY SCHOOLS,SCHOOL 1165 ALL CITY HIGH AT MARTIN STREET,Monroe,Public School,28,No,20,0,0,8,Yes,12/19/2016,28,0,Yes,Yes,12/22/2016,http://rcsdk12.org,261600011165,175 MARTIN STREET,ROCHESTER,NY,14615,01/03/2017,01/03/2017,"(43.161748, -77.620143)","175 MARTIN STREET
ROCHESTER, NY 14615
(43.16905444500003, -77.61717206999998)"
SO WESTERN CENT SCH-JAMESTOWN,SOUTHWESTERN ES,Chautauqua,Public School,161,No,0,0,0,161,Yes,09/27/2016,183,11,Yes,Yes,01/05/2017,http://www.swcsk12.org,060201060007,600 HUNT RD,JAMESTOWN,NY,14701,11/14/2016,01/06/2017,"(42.246904, -79.315313)","600 HUNT RD
JAMESTOWN, NY 14701
(42.089800368000056, -79.27920682099995)"
WEST GENESEE CSD AT CAMILLUS,SPLIT ROCK ELEM SCHOOL,Onondaga,Public School,91,No,6,0,0,85,Yes,09/26/2016,86,5,Yes,Yes,01/11/2017,http://www.westgenesee.org,420101060006,4151 SPLIT ROCK RD,CAMILLUS,NY,13031,11/10/2016,01/18/2017,"(43.065629, -76.168033)","4151 SPLIT ROCK RD
CAMILLUS, NY 13031
(43.02178739900006, -76.22667119899995)"
YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,DELEVAN ES,Cattaraugus,Public School,89,No,0,0,0,89,Yes,09/24/2016,82,7,Yes,Yes,11/10/2016,http://www.pioneerschools.org,043501060001,30 SCHOOL ST,DELEVAN,NY,14042,11/10/2016,11/11/2016,"(42.224267, -78.606673)","30 SCHOOL ST
DELEVAN, NY 14042
(42.491476549000026, -78.47922129699998)"
SCARSDALE UNION FREE SCHOOL,QUAKER RIDGE SCHOOL,Westchester,Public School,89,No,79,0,0,68,Yes,10/01/2016,79,10,Yes,Yes,10/01/2016,http://www.scarsdaleschools.org,662001030005,125 WEAVER ST,SCARSDALE,NY,10583,12/28/2016,12/28/2016,"(41.039278, -73.805386)","125 WEAVER ST
SCARSDALE, NY 10583
(40.96016409500004, -73.77242827199996)"
SO. HUNTINGTON SCHOOL DISTRICT,COUNTRYWOOD PRIMARY CENTER,Suffolk,Public School,87,No,42,0,0,43,Yes,09/30/2016,,,No,No,,http://SHUFSD.ORG,580413030009,499 OLD COUNTRY RD,HUNTINGTON STATION,NY,11746,11/04/2016,,"(40.820237, -73.119032)","499 OLD COUNTRY RD HUNTINGTON STATION
NY 11746
(40.814111669000056, -73.38153313099997)"
ROCKVILLE CENTRE U F S,WATSON SCHOOL,Nassau,Public School,17,No,16,0,0,0,Yes,06/24/2016,17,1,Yes,Yes,07/14/2016,http://www.rvcschools.org,280221030003,277 N. CENTRE AVE,ROCKVILLE CENTRE,NY,11570,11/10/2016,11/10/2016,"(40.715749, -73.601185)","277 N CENTRE AVE ROCKVILLE CENTRE
NY 11570
(40.665965277000055, -73.64975548099994)"
WILSON CENTRAL SCHOOL,WILSON ELEMENTARY SCHOOL,Niagara,Public School,144,No,0,0,0,144,Yes,09/23/2016,130,14,Yes,Yes,10/20/2016,http://www.wilsoncsd.org,401501060002,430 YOUNG ST,WILSON,NY,14172,10/31/2016,10/31/2016,"(43.134634, -78.856419)","430 YOUNG ST
WILSON, NY 14172
(43.30954414200005, -78.82001786799998)"
UNION SPRINGS CENTRAL SCHOOL DISTRICT,CAYUGA ES,Cayuga,Public School,41,No,2,0,0,0,Yes,03/03/2016,2,41,Yes,Yes,03/03/2016,http://www.unionspringscsd.org,051901040003,255 WHEAT ST.,CAYUGA,NY,13034,11/01/2016,11/01/2016,"(42.940095, -76.560755)","255 WHEAT ST
CAYUGA, NY 13034
(42.91556648300008, -76.72223865499996)"
SANDY CREEK CENTRAL SCHOOL,SANDY CREEK ELEM SCHOOL,Oswego,Public School,78,No,31,0,0,47,Yes,09/28/2016,77,1,Yes,Yes,10/31/2016,http://www.sccs.cnyric.org78,461901040002,SALISBURY ST BOX 248,SANDY CREEK,NY,13145,11/10/2016,11/10/2016,"(43.39123, -76.31133)","248 SANDY CREEK
NY 13145
(43.64937473400005, -76.08907135899995)"
WASHINGTONVILLE CENTRAL SCHOOL,WASHINGTONVILLE S H S,Orange,Public School,271,No,11,2,0,122,Yes,10/22/2016,122,149,Yes,Yes,12/01/2016,http://www.ws.k12.ny.us/,440102060003,54 W MAIN ST,WASHINGTONVILLE,NY,10992,12/02/2016,12/02/2016,"(41.422459, -74.241929)","54 W MAIN ST
WASHINGTONVILLE, NY 10992
(41.42427424500005, -74.17185040099997)"
TACONIC HILLS CENTRAL SCHOOL,TACONIC HILLS M.S.,Columbia,Public School,78,No,0,0,0,78,Yes,10/28/2016,68,10,Yes,Yes,10/28/2016,http://www.taconichills.k12.ny.us/district/water.htm,100501040005,TACONIC HILLS M.S.,CRARYVILLE,NY,12521,11/01/2016,11/01/2016,"(42.276913, -73.682168)","TACONIC HILLS M S CRARYVILLE, NY 12521
(42.14943701300007, -73.59024684499997)"
SOUTH COLONIE CENTRAL SCHOOL DISTRICT,VEEDER ES,Albany,Public School,64,No,0,0,0,64,Yes,09/16/2016,54,10,Yes,Yes,09/21/2016,http://southcolonieschools.org,010601060011,25 VEEDER DR,ALBANY,NY,12205,11/09/2016,11/09/2016,"(42.678066, -73.814233)","25 VEEDER DR
ALBANY, NY 12205
(42.754582965000054, -73.86589080499994)"
SACHEM CENT SCH AT HOLBROOK,LYNWOOD AVENUE SCHOOL,Suffolk,Public School,43,No,38,0,0,0,Yes,06/15/2016,38,5,Yes,Yes,09/29/2016,http://www.sachem.edu,580205060004,50 LYNWOOD AVE,FARMINGVILLE,NY,11738,11/04/2016,11/04/2016,"(40.820237, -73.119032)","50 LYNWOOD AVE
FARMINGVILLE, NY 11738
(40.83311523700007, -73.03102264699999)"
TUXEDO UNION FREE SCHOOL,GEORGE GRANT MASON ES,Orange,Public School,68,No,7,0,0,45,Yes,11/07/2016,61,7,Yes,Yes,11/07/2016,http://www.tuxedoufsd.org,441903020002,RT 17,TUXEDO PARK,NY,10987,11/10/2016,11/10/2016,"(41.422459, -74.241929)","17 TUXEDO PARK
NY 10987
(41.19560228000006, -74.18891641199997)"
WEBSTER CENTRAL SCHOOL,WEBSTER THOMAS HIGH SCHOOL,Monroe,Public School,55,No,10,0,0,45,Yes,10/18/2016,46,9,Yes,Yes,11/10/2016,http://www.websterschools.org,261901060015,800 FIVE MILE LINE RD,WEBSTER,NY,14580,11/16/2016,11/16/2016,"(43.161748, -77.620143)","800 FIVE MILE LINE RD
WEBSTER, NY 14580
(43.21982906100004, -77.47579350299998)"
SO. HUNTINGTON SCHOOL DISTRICT,BIRCHWOOD SCHOOL,Suffolk,Public School,86,No,43,0,0,43,Yes,09/30/2016,,,No,No,,http://shufsd.org,580413030008,WOLF HILL RD,HUNTINGTON STATION,NY,11746,11/04/2016,,"(40.820237, -73.119032)","WOLF HILL RD HUNTINGTON STATION, NY 11746
(40.83174819800007, -73.41423080299995)"
SYRACUSE CITY SCHOOLS,WEST SIDE ACADEMY AT BLODGETT,Onondaga,Public School,74,No,0,0,0,74,Yes,10/25/2016,54,20,Yes,Yes,01/09/2017,http://www.syracusecityschools.com,421800010060,312 OSWEGO ST,SYRACUSE,NY,13204,11/10/2016,01/19/2017,"(43.065629, -76.168033)","312 OSWEGO ST
SYRACUSE, NY 13204
(43.04502273300005, -76.16474914399998)"
ROME CITY SCHOOLS,JOHN E. JOY ELEM SCHOOL,Oneida,Public School,82,No,0,0,0,82,Yes,09/24/2016,81,0,Yes,Yes,11/17/2016,http://www.romecsd.org,411800010015,8194 BIELBY RD,ROME,NY,13440,11/17/2016,12/30/2016,"(43.149482, -75.361773)","8194 BIELBY RD
ROME, NY 13440
(43.25853876700006, -75.46110669199999)"
WATERLOO CENTRAL SCHOOL,LA FAYETTE SCHOOL,Seneca,Public School,87,No,0,0,0,87,Yes,09/22/2016,76,11,Yes,Yes,10/13/2016,http://www.waterloocsd.org,561006060002,71 INSLEE ST,WATERLOO,NY,13165,01/20/2017,01/20/2017,"(42.833627, -76.82753)","71 INSLEE ST
WATERLOO, NY 13165
(42.90859500800008, -76.85096823599997)"
WHITE PLAINS CITY SCHOOLS,WHITE PLAINS S H S,Westchester,Public School,335,No,335,0,0,335,Yes,10/26/2016,313,22,Yes,Yes,11/15/2016,http://www.whiteplainspublicschools.org,662200010011,550 NORTH ST,WHITE PLAINS,NY,10605,01/25/2017,01/25/2017,"(41.039278, -73.805386)","550 NORTH ST WHITE PLAINS
NY 10605
(41.02170119500005, -73.76301905899999)"
PUTNAM VALLEY CENTRAL SCHOOL,PUTNAM VALLEY ELEM SCHOOL,Putnam,Public School,81,No,19,0,0,81,Yes,09/27/2016,71,10,Yes,Yes,10/07/2016,http://pvcsd.org/district/water_testing_results.php,480503040003,171 OSCAWANA LAKE RD,PUTNAM VALLEY,NY,10579,11/07/2016,11/07/2016,"(41.41131, -73.717443)","171 OSCAWANA LAKE RD PUTNAM VALLEY
NY 10579
(41.35501823100003, -73.87002611899999)"
SAUGERTIES CENTRAL SCHOOL,RICCARDI ELEMENTARY SCHOOL,Ulster,Public School,59,No,5,0,0,54,Yes,09/24/2016,56,3,Yes,Yes,11/02/2016,http://www.saugerties.k12.ny.us,621601060001,CALL BOX A,SAUGERTIES,NY,12477,11/10/2016,12/22/2016,"(41.848374, -74.099412)","CALL BOX A SAUGERTIES, NY 12477
(42.07645772600006, -73.95032822599995)"
SACHEM CENT SCH AT HOLBROOK,SAGAMORE J H S,Suffolk,Public School,27,No,27,0,0,0,Yes,06/23/2016,27,0,Yes,Yes,09/29/2016,http://www.sachem.edu,580205060007,57 DIVISION ST,HOLTSVILLE,NY,11742,11/04/2016,11/04/2016,"(40.820237, -73.119032)","57 DIVISION ST
HOLTSVILLE, NY 11742
(40.82595467800007, -73.05578687099995)"
WILLIAMSON CENTRAL SCHOOL,WILLIAMSON MIDDLE SCHOOL,Wayne,Public School,74,No,58,0,0,58,Yes,11/28/2016,60,16,Yes,Yes,11/28/2016,http://williamsoncentral.org,651402040001,4184 MILLER ST,WILLIAMSON,NY,14589,01/05/2017,01/06/2017,"(43.144336, -77.117995)","4184 MILLER ST
WILLIAMSON, NY 14589
(43.22165195600007, -77.18192981699997)"
SALMON RIVER CENTRAL SCHOOL,SALMON RIVER ELEM SCHOOL,Franklin,Public School,76,No,0,0,0,76,Yes,09/24/2016,72,5,Yes,Yes,01/05/2017,http://www.srk12.org,161201040003,SALMON RIVER ELEM SCHOOL,FT COVINGTON,NY,12937,11/10/2016,01/06/2017,"(44.705699, -74.340621)","SALMON RIVER ELEM SCHOOL FT COVINGTON, NY 12937
(44.99017719600005, -74.49933931999993)"
SACHEM CENT SCH AT HOLBROOK,CHIPPEWA ELEM SCHOOL,Suffolk,Public School,50,No,48,0,0,0,Yes,06/15/2016,48,2,Yes,Yes,09/29/2016,http://www.sachem.edu,580205060015,31 MORRIS AVENUE,HOLTSVILLE,NY,11742,11/04/2016,11/04/2016,"(40.820237, -73.119032)","31 MORRIS AVENUE
HOLTSVILLE, NY 11742
(40.83221419900008, -73.06125918099997)"
UNIONDALE UNION FREE SCHOOL,TURTLE HOOK MIDDLE SCHOOL,Nassau,Public School,15,No,15,0,0,0,Yes,06/22/2016,15,0,Yes,Yes,09/28/2016,http://district.uniondaleschools.org/district_resources,280202030009,975 JERUSALEM AVENUE,UNIONDALE,NY,11553,11/07/2016,11/07/2016,"(40.715749, -73.601185)","975 JERUSALEM AVENUE
UNIONDALE, NY 11553
(40.695821720000026, -73.58287854499997)"
WESTBURY UNION FREE SCHOOLS,PARK SCHOOL,Nassau,Public School,55,No,54,0,0,0,Yes,05/20/2016,54,1,Yes,Yes,05/25/2016,http://www.edlinesites.net/pages/WestburyPS,280401030001,100 PARK AVE E,WESTBURY,NY,11590,11/21/2016,11/21/2016,"(40.715749, -73.601185)","100 PARK AVE E
WESTBURY, NY 11590
(40.76415403200008, -73.56390422899995)"
ROXBURY CENTRAL SCHOOL DISTRICT,ROXBURY CENTRAL SCHOOL,Delaware,Public School,56,No,26,0,0,26,Yes,09/22/2016,52,4,Yes,Yes,11/20/2016,http://Roxburycs.org,121502040001,53729 ST. HWY 30,ROXBURY,NY,12474,12/01/2016,12/01/2016,"(42.242972, -74.997944)","53729 ST HWY
ROXBURY, NY 12474
(42.283395616000064, -74.56508026799997)"
SODUS CENTRAL SCHOOL,SODUS JR/SR HIGH SCHOOL,Wayne,Public School,156,No,0,0,0,156,Yes,10/20/2016,111,45,Yes,Yes,10/20/2016,http://www.soduscsd.org,651201060003,MILL ST EXT,SODUS,NY,14551,12/12/2016,12/12/2016,"(43.144336, -77.117995)","MILL ST EXT SODUS, NY 14551
(43.23749346900007, -77.06478149199995)"
PLATTSBURGH CITY SCHOOL DISTRICT,STAFFORD MIDDLE SCHOOL,Clinton,Public School,2,No,0,0,0,2,Yes,12/30/2016,156,2,Yes,Yes,12/08/2016,http://www.plattscsd.org,091200010005,15 BROAD ST,PLATTSBURGH,NY,12901,12/30/2016,12/12/2016,"(44.731944, -73.548883)","15 BROAD ST
PLATTSBURGH, NY 12901
(44.69515232100008, -73.45516837699995)"
UTICA CITY SCHOOLS,THOMAS R. PROCTOR HS,Oneida,Public School,482,No,0,0,0,482,Yes,10/25/2016,,,No,No,,http://uticaschools.org/Proctor,412300010024,1203 HILTON AVE,UTICA,NY,13501,12/02/2016,,"(43.149482, -75.361773)","1203 HILTON AVE
UTICA, NY 13501
(43.08456927900005, -75.21432165999994)"
SYRACUSE CITY SCHOOLS,INSTITUTE OF TECHNOLOGY,Onondaga,Public School,91,No,0,0,0,91,Yes,10/16/2016,,,No,No,,http://www.syracusecityschools.com,421800010047,258 E. Adams St.,SYRACUSE,NY,13210,11/10/2016,,"(43.065629, -76.168033)","258 E Adams St
SYRACUSE, NY 13210
(43.042745823000075, -76.14956087599995)"
SYRACUSE CITY SCHOOLS,THE EXPEDITIONARY LEARNING SCHOOL,Onondaga,Public School,38,No,0,0,0,38,Yes,10/14/2016,34,4,Yes,Yes,01/06/2017,http://www.syracusecityschools.com,421800010058,4942 SOUTH SALINA STREET,SYRACUSE,NY,13205,11/10/2016,01/11/2017,"(43.065629, -76.168033)","4942 SOUTH SALINA STREET
SYRACUSE, NY 13205
(42.99655592500005, -76.14336700799998)"
TUPPER LAKE CENTRAL SCHOOL,L P QUINN ELEM SCHOOL,Franklin,Public School,100,No,52,0,0,48,Yes,09/29/2016,84,16,Yes,Yes,12/12/2016,http://www.tupperlakecsd.net/,160101060003,294 HOSLEY AVE,TUPPER LAKE,NY,12986,12/13/2016,12/13/2016,"(44.705699, -74.340621)","294 HOSLEY AVE TUPPER LAKE
NY 12986
(44.22406690200006, -74.44378340399999)"
ROCHESTER CITY SCHOOLS,SCHOOL 57 EARLY CHILDHOOD SCHOOL OF ROCHESTER,Monroe,Public School,34,No,21,0,0,23,Yes,11/07/2016,34,0,Yes,Yes,11/08/2016,http://rcsdk12.org,261600010057,15 COSTAR ST,ROCHESTER,NY,14608,01/03/2017,01/03/2017,"(43.161748, -77.620143)","15 COSTAR ST
ROCHESTER, NY 14608
(43.16948266600008, -77.63114049899997)"
SAUQUOIT VALLEY CENTRAL,SAUQUOIT VALLEY SHS,Oneida,Public School,151,No,0,0,0,151,Yes,10/31/2016,103,47,Yes,Yes,01/17/2017,http://www.svcsd.org,411603040003,2601 ONEIDA ST,SAUQUOIT,NY,13456,11/09/2016,01/19/2017,"(43.149482, -75.361773)","2601 ONEIDA ST
SAUQUOIT, NY 13456
(42.98931796000005, -75.25355543999996)"
SILVER CREEK CENTRAL SCHOOL DISTRICT,SILVER CREEK HS,Chautauqua,Public School,62,No,0,0,0,62,Yes,09/26/2016,51,11,Yes,Yes,10/05/2016,http://www.silvercreekschools.org,061501040001,1 DICKINSON ST,SILVER CREEK,NY,14136,12/13/2016,12/13/2016,"(42.246904, -79.315313)","1 DICKINSON ST SILVER CREEK
NY 14136
(42.53405427400003, -79.16644740699996)"
