name	month	Gender	Ethnicity	IEP	satisfactory	mildly.chronic	moderately.chronic	chronic
Grant Middle School	6	Male	Other	No	37	12	7	4
Grant Middle School	6	Male	Other	Yes	1	1	0	1
Grant Middle School	6	Male	White	No	29	14	18	9
Grant Middle School	6	Male	White	Yes	16	9	10	4
Grant Middle School	7	Female	Black	No	71	6	8	7
Grant Middle School	7	Female	Black	Yes	13	2	0	3
Grant Middle School	7	Female	Hispanic	No	11	5	4	2
Grant Middle School	7	Female	Hispanic	Yes	4	2	2	0
Grant Middle School	7	Female	Other	No	47	4	1	6
Grant Middle School	7	Female	Other	Yes	0	0	1	2
Grant Middle School	7	Female	White	No	51	11	4	7
Grant Middle School	7	Female	White	Yes	11	1	3	0
Grant Middle School	7	Male	Black	No	76	13	8	7
Grant Middle School	7	Male	Black	Yes	16	4	4	6
Grant Middle School	7	Male	Hispanic	No	13	1	5	4
Grant Middle School	7	Male	Hispanic	Yes	7	2	1	1
Grant Middle School	7	Male	Other	No	45	9	2	3
Grant Middle School	7	Male	Other	Yes	0	1	2	0
Grant Middle School	7	Male	White	No	43	7	13	8
Grant Middle School	7	Male	White	Yes	17	9	7	4
Grant Middle School	8	Female	Black	No	55	20	13	3
Grant Middle School	8	Female	Black	Yes	8	6	1	3
Grant Middle School	8	Female	Hispanic	No	13	3	6	1
Grant Middle School	8	Female	Hispanic	Yes	4	2	1	1
Grant Middle School	8	Female	Other	No	37	10	7	3
Grant Middle School	8	Female	Other	Yes	0	0	1	2
Grant Middle School	8	Female	White	No	38	14	10	11
Grant Middle School	8	Female	White	Yes	7	3	3	2
Grant Middle School	8	Male	Black	No	69	21	11	3
Grant Middle School	8	Male	Black	Yes	11	7	7	4
Grant Middle School	8	Male	Hispanic	No	13	3	4	3
Grant Middle School	8	Male	Hispanic	Yes	6	1	2	2
Grant Middle School	8	Male	Other	No	42	12	1	4
Grant Middle School	8	Male	Other	Yes	0	1	1	1
Grant Middle School	8	Male	White	No	29	19	17	5
Grant Middle School	8	Male	White	Yes	19	3	8	7
Grant Middle School	9	Female	Black	No	69	11	6	8
Grant Middle School	9	Female	Black	Yes	13	2	0	3
Grant Middle School	9	Female	Hispanic	No	16	3	4	0
Grant Middle School	9	Female	Hispanic	Yes	6	1	1	0
Grant Middle School	9	Female	Other	No	49	2	3	3
Grant Middle School	9	Female	Other	Yes	0	1	0	2
Grant Middle School	9	Female	White	No	55	4	7	7
Grant Middle School	9	Female	White	Yes	12	0	2	1
Grant Middle School	9	Male	Black	No	87	9	2	8
Grant Middle School	9	Male	Black	Yes	21	4	3	1
Grant Middle School	9	Male	Hispanic	No	13	4	4	2
Grant Middle School	9	Male	Hispanic	Yes	9	0	1	1
Grant Middle School	9	Male	Other	No	49	5	2	3
Grant Middle School	9	Male	Other	Yes	1	2	0	0
Grant Middle School	9	Male	White	No	48	9	5	6
Grant Middle School	9	Male	White	Yes	20	5	7	5
Grant Middle School	10	Female	Black	No	93	0	0	1
Grant Middle School	10	Female	Black	Yes	18	0	0	0
Grant Middle School	10	Female	Hispanic	No	23	0	0	0
Grant Middle School	10	Female	Hispanic	Yes	8	0	0	0
Grant Middle School	10	Female	Other	No	55	0	0	2
Grant Middle School	10	Female	Other	Yes	3	0	0	0
Grant Middle School	10	Female	White	No	70	0	0	3
Grant Middle School	10	Female	White	Yes	15	0	0	0
Grant Middle School	10	Male	Black	No	104	0	0	1
Grant Middle School	10	Male	Black	Yes	27	0	0	2
Grant Middle School	10	Male	Hispanic	No	22	0	0	1
Grant Middle School	10	Male	Hispanic	Yes	11	0	0	0
Grant Middle School	10	Male	Other	No	58	0	0	1
Grant Middle School	10	Male	Other	Yes	3	0	0	0
Grant Middle School	10	Male	White	No	65	0	0	2
Grant Middle School	10	Male	White	Yes	36	0	0	0
Henninger High School	1	Female	Black	No	162	51	25	9
Henninger High School	1	Female	Black	Yes	35	8	7	1
Henninger High School	1	Female	Hispanic	No	54	11	10	6
Henninger High School	1	Female	Hispanic	Yes	3	3	2	0
Henninger High School	1	Female	Other	No	56	19	8	5
Henninger High School	1	Female	Other	Yes	3	1	1	1
Henninger High School	1	Female	White	No	105	29	19	11
Henninger High School	1	Female	White	Yes	24	5	4	6
Henninger High School	1	Male	Black	No	126	34	15	7
Henninger High School	1	Male	Black	Yes	45	10	4	5
Henninger High School	1	Male	Hispanic	No	42	8	7	2
Henninger High School	1	Male	Hispanic	Yes	13	2	2	5
Henninger High School	1	Male	Other	No	62	13	8	8
Henninger High School	1	Male	Other	Yes	12	2	2	0
Henninger High School	1	Male	White	No	102	26	17	12
Henninger High School	1	Male	White	Yes	29	11	7	8
Henninger High School	2	Female	Black	No	190	21	18	22
Henninger High School	2	Female	Black	Yes	41	5	2	2
Henninger High School	2	Female	Hispanic	No	59	7	3	11
Henninger High School	2	Female	Hispanic	Yes	5	2	1	0
Henninger High School	2	Female	Other	No	73	9	6	6
Henninger High School	2	Female	Other	Yes	5	1	0	0
Henninger High School	2	Female	White	No	124	10	12	18
Henninger High School	2	Female	White	Yes	23	6	5	5
Henninger High School	2	Male	Black	No	145	13	18	6
Henninger High School	2	Male	Black	Yes	51	4	2	4
Henninger High School	2	Male	Hispanic	No	46	5	6	3
Henninger High School	2	Male	Hispanic	Yes	18	0	1	4
Henninger High School	2	Male	Other	No	75	4	7	4
Henninger High School	2	Male	Other	Yes	11	2	2	1
Henninger High School	2	Male	White	No	116	8	15	16
Henninger High School	2	Male	White	Yes	37	3	6	5
Henninger High School	3	Female	Black	No	117	69	47	24
Henninger High School	3	Female	Black	Yes	21	17	8	5
Henninger High School	3	Female	Hispanic	No	38	17	12	12
Henninger High School	3	Female	Hispanic	Yes	4	1	1	2
Henninger High School	3	Female	Other	No	61	18	15	4
Henninger High School	3	Female	Other	Yes	5	1	1	0
Henninger High School	3	Female	White	No	87	31	26	22
Henninger High School	3	Female	White	Yes	11	11	10	7
Henninger High School	3	Male	Black	No	95	55	23	9
Henninger High School	3	Male	Black	Yes	29	19	10	2
Henninger High School	3	Male	Hispanic	No	28	11	11	11
Henninger High School	3	Male	Hispanic	Yes	8	7	3	5
Henninger High School	3	Male	Other	No	50	20	13	6
Henninger High School	3	Male	Other	Yes	7	6	0	3
Henninger High School	3	Male	White	No	81	32	26	19
Henninger High School	3	Male	White	Yes	29	7	8	7
Henninger High School	4	Female	Black	No	116	65	45	30
Henninger High School	4	Female	Black	Yes	25	9	7	9
Henninger High School	4	Female	Hispanic	No	27	20	17	15
Henninger High School	4	Female	Hispanic	Yes	3	2	0	2
Henninger High School	4	Female	Other	No	55	23	14	6
Henninger High School	4	Female	Other	Yes	4	1	1	1
Henninger High School	4	Female	White	No	83	37	24	22
Henninger High School	4	Female	White	Yes	10	14	6	9
Henninger High School	4	Male	Black	No	97	56	24	7
Henninger High School	4	Male	Black	Yes	39	12	6	4
Henninger High School	4	Male	Hispanic	No	36	6	6	12
Henninger High School	4	Male	Hispanic	Yes	7	6	2	6
Henninger High School	4	Male	Other	No	58	20	8	3
Henninger High School	4	Male	Other	Yes	5	1	6	3
Henninger High School	4	Male	White	No	71	37	31	19
Henninger High School	4	Male	White	Yes	22	6	8	12
Henninger High School	5	Female	Black	No	145	60	27	25
Henninger High School	5	Female	Black	Yes	32	3	9	6
Henninger High School	5	Female	Hispanic	No	33	18	11	17
Henninger High School	5	Female	Hispanic	Yes	4	0	1	2
Henninger High School	5	Female	Other	No	62	20	10	5
Henninger High School	5	Female	Other	Yes	5	1	1	0
Henninger High School	5	Female	White	No	96	29	15	23
Henninger High School	5	Female	White	Yes	14	10	7	9
Henninger High School	5	Male	Black	No	119	35	23	8
Henninger High School	5	Male	Black	Yes	38	12	7	5
Henninger High School	5	Male	Hispanic	No	36	14	5	5
Henninger High School	5	Male	Hispanic	Yes	8	4	1	8
Henninger High School	5	Male	Other	No	58	14	12	6
Henninger High School	5	Male	Other	Yes	7	1	3	3
Henninger High School	5	Male	White	No	86	28	18	23
Henninger High School	5	Male	White	Yes	20	10	9	8
Henninger High School	6	Female	Black	No	140	57	27	34
Henninger High School	6	Female	Black	Yes	31	7	5	8
Henninger High School	6	Female	Hispanic	No	39	15	12	11
Henninger High School	6	Female	Hispanic	Yes	3	2	0	2
Henninger High School	6	Female	Other	No	67	16	9	6
Henninger High School	6	Female	Other	Yes	4	1	1	1
Henninger High School	6	Female	White	No	98	29	20	19
Henninger High School	6	Female	White	Yes	19	5	4	13
Henninger High School	6	Male	Black	No	113	42	19	12
Henninger High School	6	Male	Black	Yes	34	16	10	4
Henninger High School	6	Male	Hispanic	No	33	13	7	6
Henninger High School	6	Male	Hispanic	Yes	7	6	4	4
Henninger High School	6	Male	Other	No	65	13	7	5
Henninger High School	6	Male	Other	Yes	7	3	4	0
Henninger High School	6	Male	White	No	86	34	20	13
Henninger High School	6	Male	White	Yes	25	7	4	8
Henninger High School	7	Female	Black	No	171	33	31	27
Henninger High School	7	Female	Black	Yes	34	4	4	9
Henninger High School	7	Female	Hispanic	No	46	10	10	11
Henninger High School	7	Female	Hispanic	Yes	5	0	1	1
Henninger High School	7	Female	Other	No	79	7	7	6
Henninger High School	7	Female	Other	Yes	4	0	2	1
Henninger High School	7	Female	White	No	121	16	9	21
Henninger High School	7	Female	White	Yes	21	6	2	12
Henninger High School	7	Male	Black	No	144	17	12	12
Henninger High School	7	Male	Black	Yes	52	4	2	7
Henninger High School	7	Male	Hispanic	No	41	6	6	7
Henninger High School	7	Male	Hispanic	Yes	15	1	2	4
Henninger High School	7	Male	Other	No	69	8	6	7
Henninger High School	7	Male	Other	Yes	11	2	0	2
Henninger High School	7	Male	White	No	115	18	9	12
Henninger High School	7	Male	White	Yes	30	3	5	5
Henninger High School	8	Female	Black	No	144	54	32	34
Henninger High School	8	Female	Black	Yes	29	7	11	7
Henninger High School	8	Female	Hispanic	No	34	16	16	9
Henninger High School	8	Female	Hispanic	Yes	4	1	0	2
Henninger High School	8	Female	Other	No	60	22	7	9
Henninger High School	8	Female	Other	Yes	4	1	1	1
Henninger High School	8	Female	White	No	87	35	21	25
Henninger High School	8	Female	White	Yes	17	7	8	7
Henninger High School	8	Male	Black	No	129	28	15	13
Henninger High School	8	Male	Black	Yes	43	6	7	9
Henninger High School	8	Male	Hispanic	No	37	8	10	6
Henninger High School	8	Male	Hispanic	Yes	11	7	0	4
Henninger High School	8	Male	Other	No	67	11	6	6
Henninger High School	8	Male	Other	Yes	9	2	4	0
Henninger High School	8	Male	White	No	102	16	19	17
Henninger High School	8	Male	White	Yes	28	5	4	6
Henninger High School	9	Female	Black	No	181	31	23	32
Henninger High School	9	Female	Black	Yes	38	6	2	9
Henninger High School	9	Female	Hispanic	No	43	13	7	13
Henninger High School	9	Female	Hispanic	Yes	3	2	1	1
Henninger High School	9	Female	Other	No	88	3	3	6
Henninger High School	9	Female	Other	Yes	6	2	1	0
Henninger High School	9	Female	White	No	112	20	12	24
Henninger High School	9	Female	White	Yes	22	5	7	5
Henninger High School	9	Male	Black	No	148	13	10	16
Henninger High School	9	Male	Black	Yes	51	3	6	5
Henninger High School	9	Male	Hispanic	No	45	6	5	6
Henninger High School	9	Male	Hispanic	Yes	15	0	3	4
Henninger High School	9	Male	Other	No	72	10	1	6
Henninger High School	9	Male	Other	Yes	11	0	3	1
Henninger High School	9	Male	White	No	114	9	9	22
Henninger High School	9	Male	White	Yes	33	2	2	7
Henninger High School	10	Female	Black	No	245	0	0	20
Henninger High School	10	Female	Black	Yes	49	0	0	5
Henninger High School	10	Female	Hispanic	No	66	0	0	10
Henninger High School	10	Female	Hispanic	Yes	5	0	0	2
Henninger High School	10	Female	Other	No	95	0	0	4
Henninger High School	10	Female	Other	Yes	9	0	0	0
Henninger High School	10	Female	White	No	155	0	0	13
Henninger High School	10	Female	White	Yes	34	0	0	5
Henninger High School	10	Male	Black	No	174	0	0	13
Henninger High School	10	Male	Black	Yes	59	0	0	6
Henninger High School	10	Male	Hispanic	No	56	0	0	6
Henninger High School	10	Male	Hispanic	Yes	20	0	0	2
Henninger High School	10	Male	Other	No	83	0	0	5
Henninger High School	10	Male	Other	Yes	15	0	0	0
Henninger High School	10	Male	White	No	141	0	0	13
Henninger High School	10	Male	White	Yes	39	0	0	5
Hughes Elementary School	1	Female	Black	No	25	11	3	3
Hughes Elementary School	1	Female	Black	Yes	4	1	1	2
Hughes Elementary School	1	Female	Hispanic	No	2	0	0	0
Hughes Elementary School	1	Female	Hispanic	Yes	1	0	0	1
Hughes Elementary School	1	Female	Other	No	3	1	2	3
Hughes Elementary School	1	Female	Other	Yes	0	0	2	0
Hughes Elementary School	1	Female	White	No	0	1	0	0
Hughes Elementary School	1	Female	White	Yes	1	1	1	1
Hughes Elementary School	1	Male	Black	No	28	3	7	3
Hughes Elementary School	1	Male	Black	Yes	4	5	4	1
Hughes Elementary School	1	Male	Hispanic	No	1	0	0	0
Hughes Elementary School	1	Male	Hispanic	Yes	1	0	1	4
Hughes Elementary School	1	Male	Other	No	7	4	0	1
Hughes Elementary School	1	Male	Other	Yes	0	0	1	3
Hughes Elementary School	1	Male	White	Yes	2	1	0	0
Hughes Elementary School	2	Female	Black	No	30	4	3	3
Hughes Elementary School	2	Female	Black	Yes	5	2	0	1
Hughes Elementary School	2	Female	Hispanic	No	2	0	0	0
Hughes Elementary School	2	Female	Hispanic	Yes	1	0	0	1
Hughes Elementary School	2	Female	Other	No	4	2	1	1
Hughes Elementary School	2	Female	Other	Yes	1	0	0	1
Hughes Elementary School	2	Female	White	No	1	0	0	0
Hughes Elementary School	2	Female	White	Yes	0	0	3	1
Hughes Elementary School	2	Male	Black	No	32	1	2	2
Hughes Elementary School	2	Male	Black	Yes	6	3	2	3
Hughes Elementary School	2	Male	Hispanic	No	1	0	0	0
Hughes Elementary School	2	Male	Hispanic	Yes	0	1	2	2
Hughes Elementary School	2	Male	Other	No	10	2	0	0
Hughes Elementary School	2	Male	Other	Yes	0	1	2	1
Hughes Elementary School	2	Male	White	Yes	2	0	1	0
Hughes Elementary School	3	Female	Black	No	20	12	5	3
Hughes Elementary School	3	Female	Black	Yes	2	0	1	5
Hughes Elementary School	3	Female	Hispanic	No	2	0	0	0
Hughes Elementary School	3	Female	Hispanic	Yes	1	0	0	2
Hughes Elementary School	3	Female	Other	No	3	1	3	1
Hughes Elementary School	3	Female	Other	Yes	0	1	1	0
Hughes Elementary School	3	Female	White	No	1	0	0	0
Hughes Elementary School	3	Female	White	Yes	2	0	1	1
Hughes Elementary School	3	Male	Black	No	11	7	15	4
Hughes Elementary School	3	Male	Black	Yes	3	1	8	2
Hughes Elementary School	3	Male	Hispanic	No	1	0	0	0
Hughes Elementary School	3	Male	Hispanic	Yes	0	2	1	3
Hughes Elementary School	3	Male	Other	No	6	5	1	0
Hughes Elementary School	3	Male	Other	Yes	0	2	1	1
Hughes Elementary School	3	Male	White	Yes	2	0	0	1
Hughes Elementary School	4	Female	Black	No	19	9	7	5
Hughes Elementary School	4	Female	Black	Yes	1	2	3	3
Hughes Elementary School	4	Female	Hispanic	No	1	1	0	0
Hughes Elementary School	4	Female	Hispanic	Yes	1	0	0	3
Hughes Elementary School	4	Female	Other	No	2	3	3	0
Hughes Elementary School	4	Female	Other	Yes	0	1	1	0
Hughes Elementary School	4	Female	White	No	0	0	1	0
Hughes Elementary School	4	Female	White	Yes	1	0	0	3
Hughes Elementary School	4	Male	Black	No	12	10	12	2
Hughes Elementary School	4	Male	Black	Yes	3	3	4	4
Hughes Elementary School	4	Male	Hispanic	No	0	1	0	0
Hughes Elementary School	4	Male	Hispanic	Yes	1	0	2	3
Hughes Elementary School	4	Male	Other	No	7	4	1	0
Hughes Elementary School	4	Male	Other	Yes	1	0	1	2
Hughes Elementary School	4	Male	White	Yes	1	1	1	0
Hughes Elementary School	5	Female	Black	No	23	8	5	4
Hughes Elementary School	5	Female	Black	Yes	3	2	2	2
Hughes Elementary School	5	Female	Hispanic	No	1	1	0	0
Hughes Elementary School	5	Female	Hispanic	Yes	1	0	0	3
Hughes Elementary School	5	Female	Other	No	2	2	4	0
Hughes Elementary School	5	Female	Other	Yes	0	1	0	1
Hughes Elementary School	5	Female	White	No	1	0	0	0
Hughes Elementary School	5	Female	White	Yes	0	0	2	2
Hughes Elementary School	5	Male	Black	No	14	8	10	4
Hughes Elementary School	5	Male	Black	Yes	1	2	5	6
Hughes Elementary School	5	Male	Hispanic	No	1	0	0	0
Hughes Elementary School	5	Male	Hispanic	Yes	1	0	3	2
Hughes Elementary School	5	Male	Other	No	5	4	2	1
Hughes Elementary School	5	Male	Other	Yes	0	0	2	2
Hughes Elementary School	5	Male	White	Yes	2	0	0	1
Hughes Elementary School	6	Female	Black	No	21	12	5	2
Hughes Elementary School	6	Female	Black	Yes	3	1	1	4
Hughes Elementary School	6	Female	Hispanic	No	2	0	0	0
Hughes Elementary School	6	Female	Hispanic	Yes	1	0	0	3
Hughes Elementary School	6	Female	Other	No	4	1	2	1
Hughes Elementary School	6	Female	Other	Yes	1	0	0	1
Hughes Elementary School	6	Female	White	No	1	0	0	0
Hughes Elementary School	6	Female	White	Yes	2	0	0	2
Hughes Elementary School	6	Male	Black	No	13	14	6	3
Hughes Elementary School	6	Male	Black	Yes	5	1	2	5
Hughes Elementary School	6	Male	Hispanic	No	1	0	0	0
Hughes Elementary School	6	Male	Hispanic	Yes	1	2	0	3
Hughes Elementary School	6	Male	Other	No	6	3	2	0
Hughes Elementary School	6	Male	Other	Yes	1	1	0	2
Hughes Elementary School	6	Male	White	Yes	2	1	0	0
Hughes Elementary School	7	Female	Black	No	26	4	8	2
Hughes Elementary School	7	Female	Black	Yes	3	2	2	2
Hughes Elementary School	7	Female	Hispanic	No	1	1	0	0
Hughes Elementary School	7	Female	Hispanic	Yes	1	0	0	3
Hughes Elementary School	7	Female	Other	No	7	0	0	1
Hughes Elementary School	7	Female	Other	Yes	1	0	1	0
Hughes Elementary School	7	Female	White	No	0	0	1	0
Hughes Elementary School	7	Female	White	Yes	0	1	2	1
Hughes Elementary School	7	Male	Black	No	25	3	5	3
Hughes Elementary School	7	Male	Black	Yes	5	3	3	2
Hughes Elementary School	7	Male	Hispanic	No	0	0	1	0
Hughes Elementary School	7	Male	Hispanic	Yes	0	1	2	3
Hughes Elementary School	7	Male	Other	No	7	2	2	0
Hughes Elementary School	7	Male	Other	Yes	2	1	0	1
Hughes Elementary School	7	Male	White	Yes	2	0	0	0
Hughes Elementary School	8	Female	Black	No	19	11	8	2
Hughes Elementary School	8	Female	Black	Yes	4	0	0	5
Hughes Elementary School	8	Female	Hispanic	No	0	1	1	0
Hughes Elementary School	8	Female	Hispanic	Yes	1	0	0	3
Hughes Elementary School	8	Female	Other	No	4	3	1	0
Hughes Elementary School	8	Female	Other	Yes	1	0	1	0
Hughes Elementary School	8	Female	White	No	1	0	0	0
Hughes Elementary School	8	Female	White	Yes	2	0	1	1
Hughes Elementary School	8	Male	Black	No	17	9	9	1
Hughes Elementary School	8	Male	Black	Yes	4	4	3	2
Hughes Elementary School	8	Male	Hispanic	No	0	0	0	1
Hughes Elementary School	8	Male	Hispanic	Yes	3	1	0	2
Hughes Elementary School	8	Male	Other	No	6	4	1	0
Hughes Elementary School	8	Male	Other	Yes	0	1	1	2
Hughes Elementary School	8	Male	White	Yes	2	0	0	0
Hughes Elementary School	9	Female	Black	No	34	2	3	1
Hughes Elementary School	9	Female	Black	Yes	4	0	2	3
Hughes Elementary School	9	Female	Hispanic	No	2	0	0	0
Hughes Elementary School	9	Female	Hispanic	Yes	1	0	0	3
Hughes Elementary School	9	Female	Other	No	5	1	0	2
Hughes Elementary School	9	Female	Other	Yes	1	0	0	1
Hughes Elementary School	9	Female	White	No	1	0	0	1
Hughes Elementary School	9	Female	White	Yes	3	0	1	0
Hughes Elementary School	9	Male	Black	No	21	8	5	2
Hughes Elementary School	9	Male	Black	Yes	6	1	2	4
Hughes Elementary School	9	Male	Hispanic	No	1	0	0	0
Hughes Elementary School	9	Male	Hispanic	Yes	1	0	1	4
Hughes Elementary School	9	Male	Other	No	7	3	1	0
Hughes Elementary School	9	Male	Other	Yes	2	0	1	1
Hughes Elementary School	9	Male	White	Yes	2	0	0	0
Hughes Elementary School	10	Female	Black	No	37	0	0	3
Hughes Elementary School	10	Female	Black	Yes	6	0	0	3
Hughes Elementary School	10	Female	Hispanic	No	2	0	0	0
Hughes Elementary School	10	Female	Hispanic	Yes	1	0	0	3
Hughes Elementary School	10	Female	Other	No	6	0	0	2
Hughes Elementary School	10	Female	Other	Yes	2	0	0	0
Hughes Elementary School	10	Female	White	No	2	0	0	0
Hughes Elementary School	10	Female	White	Yes	4	0	0	0
Hughes Elementary School	10	Male	Black	No	32	0	0	4
Hughes Elementary School	10	Male	Black	Yes	12	0	0	1
Hughes Elementary School	10	Male	Hispanic	No	1	0	0	0
Hughes Elementary School	10	Male	Hispanic	Yes	3	0	0	3
Hughes Elementary School	10	Male	Other	No	11	0	0	0
Hughes Elementary School	10	Male	Other	Yes	3	0	0	1
Hughes Elementary School	10	Male	White	Yes	2	0	0	0
Huntington Elementary School	1	Female	Black	No	37	21	17	14
Huntington Elementary School	1	Female	Black	Yes	8	4	3	2
Huntington Elementary School	1	Female	Hispanic	No	7	6	2	4
Huntington Elementary School	1	Female	Hispanic	Yes	1	1	1	1
Huntington Elementary School	1	Female	Other	No	30	9	9	1
Huntington Elementary School	1	Female	Other	Yes	4	0	1	1
Huntington Elementary School	1	Female	White	No	67	22	12	14
Huntington Elementary School	1	Female	White	Yes	11	1	2	1
Huntington Elementary School	1	Male	Black	No	46	17	15	8
Huntington Elementary School	1	Male	Black	Yes	14	7	4	4
Huntington Elementary School	1	Male	Hispanic	No	16	5	3	1
Huntington Elementary School	1	Male	Hispanic	Yes	1	2	1	2
Huntington Elementary School	1	Male	Other	No	37	15	10	4
Huntington Elementary School	1	Male	Other	Yes	3	1	1	3
Huntington Elementary School	1	Male	White	No	51	20	15	13
Huntington Elementary School	1	Male	White	Yes	17	8	7	2
Huntington Elementary School	2	Female	Black	No	65	8	9	6
Huntington Elementary School	2	Female	Black	Yes	9	5	2	0
Huntington Elementary School	2	Female	Hispanic	No	11	2	5	1
Huntington Elementary School	2	Female	Hispanic	Yes	2	1	1	0
Huntington Elementary School	2	Female	Other	No	29	7	10	2
Huntington Elementary School	2	Female	Other	Yes	4	1	0	0
Huntington Elementary School	2	Female	White	No	82	18	9	7
Huntington Elementary School	2	Female	White	Yes	10	2	0	3
Huntington Elementary School	2	Male	Black	No	66	11	6	6
Huntington Elementary School	2	Male	Black	Yes	19	2	6	2
Huntington Elementary School	2	Male	Hispanic	No	20	3	1	1
Huntington Elementary School	2	Male	Hispanic	Yes	4	1	1	1
Huntington Elementary School	2	Male	Other	No	47	9	3	7
Huntington Elementary School	2	Male	Other	Yes	6	2	1	1
Huntington Elementary School	2	Male	White	No	63	15	9	11
Huntington Elementary School	2	Male	White	Yes	23	4	6	3
Huntington Elementary School	3	Female	Black	No	32	23	18	16
Huntington Elementary School	3	Female	Black	Yes	7	3	4	2
Huntington Elementary School	3	Female	Hispanic	No	5	1	8	4
